"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BNL","BLUE STAR HELIUM LIMITED","1994-11-24","Energy",85653183
"BNO","BIONOMICS LIMITED","1999-12-21","Pharmaceuticals, Biotechnology & Life Sciences",100147955
"BNR","BULLETIN RESOURCES LIMITED","2010-12-20","Materials",39978387
"BNZ","BENZ MINING CORP.","2020-12-23","Materials",65918278
"BOA","BOADICEA RESOURCES LIMITED","2012-10-11","Materials",16705477
"BOC","BOUGAINVILLE COPPER LIMITED","1970-12-31","Materials",232616250
"BOD","BOD AUSTRALIA LIMITED.","2016-10-27","Retailing",18519186
"BOE","BOSS ENERGY LTD","2007-07-25","Materials",566679426
"BOL","BOOM LOGISTICS LIMITED","2003-10-14","Capital Goods",83415970
"BOQ","BANK OF QUEENSLAND LIMITED.","1971-08-24","Banks",5385202394
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Pharmaceuticals, Biotechnology & Life Sciences",53522814
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",11284145
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",14966608
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",3444813821
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",81460232
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",4012161272
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",170957686
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",58135058
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",142744605
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",2151524491
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",126534103
"BRV","BIG RIVER GOLD LTD","2004-02-06","Materials",59457150
"BRX","BELARAROX LIMITED","2022-01-28","Materials",23831511
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",85065917
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",382853851
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",9578732397
"BSR","BASSARI RESOURCES LIMITED","2008-01-07","Materials","N/A"
"BST","BEST & LESS GROUP HOLDINGS LTD","2021-07-26","Retailing",457589295
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",215806831
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",20574784
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",418460435
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",171297926
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",44008250
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",15312104
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",275749011
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel",31354986
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",7930000
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",12244989
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",12334509
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",490499154
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",64900940
"BWP","BWP TRUST","1998-09-16","Real Estate",2608078240
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",566485576
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",14518734932
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products",11522617
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",151395314
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",10631737
"BYI","BEYOND INTERNATIONAL LIMITED","1987-06-12","Media & Entertainment",36802181
"C1X","COSMOS EXPLORATION LIMITED","2021-12-01","Materials",5425000
"C29","C29 METALS LIMITED","2021-11-03","Materials",7858333
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",768318808
"CAA","CAPRAL LIMITED","1986-11-20","Materials",165743017
"CAD","CAENEUS MINERALS LTD","2000-07-11","Materials",30664236
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",178301151
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",49949882
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",24676158
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",286189485
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",369987217
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",121516869
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",90772117
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",9331222
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",5824289586
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",287586707
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",184459515
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",29504069
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials","N/A"
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",15521657
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",164991004094
"CBE","COBRE LIMITED","2020-01-31","Materials",11578491
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",31288020
"CBO","COBRAM ESTATE OLIVES LIMITED","2021-08-11","Food, Beverage & Tobacco",692215842
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",198455308
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",9239890
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",38664444
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",30205147
"CCG","COMMS GROUP LTD","2017-12-21","Telecommunication Services",39525260
"CCJ","COUNTY INTERNATIONAL LIMITED","2011-11-15","Energy","N/A"
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",2163849700
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",137596574
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",160023979
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",1208770944
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",25990107
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",46036185
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",84716711
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",117406325
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",1398232818
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",65426611
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",293716309
"CDO","CADENCE OPPORTUNITIES FUND LIMITED.","2021-11-19","Not Applic",39452738
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",325049632
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",9750001
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",55963300
"CDXDA","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",0
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",123016846
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",337911547
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",6014837326
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",34751949
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods",8072247
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",47991009
"CGA","CONTANGO ASSET MANAGEMENT LIMITED","2004-09-30","Diversified Financials",36079416
"CGB","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences",8109489
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1383848291
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",4814980687
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",23102509
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",313736346
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",7695664428
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",20185639
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",122083265
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",53696584
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2517116431
"CHR","CHARGER METALS NL","2021-07-09","Materials",34146127
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",46988501
"CI1","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",20835406
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",3425136738
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIM","CIMIC GROUP LIMITED","1962-12-11","Capital Goods",5133275756
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",852484535
"CIO","CONNECTED IO LIMITED","1984-08-16","Technology Hardware & Equipment",15578054
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2383829374
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",43225141
"CKA","COKAL LIMITED","2000-04-17","Materials",159621327
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",1318666043
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",5816099
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",26349452
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing",43855915
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials",20416948
"CLG","CLOSE THE LOOP LTD.","2021-12-02","Commercial & Professional Services",88128270
"CLH","COLLECTION HOUSE LIMITED","2000-10-04","Diversified Financials",19872743
"CLI","CROPLOGIC LIMITED","2017-09-12","Commercial & Professional Services","N/A"
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",14615678
"CLU","CLUEY LTD","2020-12-09","Consumer Services",135660460
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",266302898
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3627808319
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",76085218
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",27619999
"CM8","CROWD MEDIA HOLDINGS LIMITED","1999-12-16","Media & Entertainment",26123722
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials","N/A"
"CML","CHASE MINING CORPORATION LIMITED","2007-11-15","Materials",6085726
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",1374847602
"CMO","COSMO METALS LIMITED","2022-01-31","Materials",9596900
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",65550291
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",2330791362
"CMX","CHEMX MATERIALS LIMITED","2022-01-18","Materials",18154349
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",223197318
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",2275299034
"CNJ","CONICO LTD","2007-06-18","Materials",12002578
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",26799704
"CNR","CANNON RESOURCES LIMITED","2021-08-12","Materials",26906180
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",3038911782
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",29295201
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",147223393
"COD","CODA MINERALS LTD","2020-10-28","Materials",73325388
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",465329361
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",1312222560
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",254553254
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",14339001884
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",111804478
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",23834536192
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",29837839
"COS","COSOL LIMITED","2020-01-24","Software & Services",99205973
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",24133526
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",94574560
"CPM","COOPER METALS LIMITED","2021-11-19","Materials",21000001
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",62034789
"CPO","CULPEO MINERALS LIMITED","2021-09-10","Materials",7174919
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",8101012
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",13432977726
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",78343927
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1404429195
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2394491060
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",9981085
"CR9","CORELLA RESOURCES LTD","2008-01-15","Materials",16999995
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials",13433615
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials","N/A"
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy","N/A"
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",2615267819
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",113666361
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",10986263
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials",11402757
"CSF","CATALANO SEAFOOD LTD",,"Food, Beverage & Tobacco",0
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",129525997865
"CSR","CSR LIMITED","1962-03-31","Materials",2781243306
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",95904556
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",36946372
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",90883037
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",7356002
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",3299727546
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",21964303
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",494847742
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",28336591
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",83473359
"CTQ","CARETEQ LIMITED","2022-01-10","Health Care Equipment & Services",17299232
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",876847906
"CU6","CLARITY PHARMACEUTICALS LTD","2021-08-25","Pharmaceuticals, Biotechnology & Life Sciences",176869457
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",55151458
"CUF","CUFE LTD","2005-10-13","Materials",35952270
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",5696024
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",86238032
"CUS","COPPER SEARCH LIMITED","2021-09-15","Materials",24310343
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",1091474366
"CV1","CV CHECK LTD","2015-09-08","Software & Services",54317895
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",266358934
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",316543500
"CVN","CARNARVON ENERGY LIMITED","1984-08-16","Energy",360037381
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",120853505
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",468477177
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWN","CROWN RESORTS LIMITED","2007-12-03","Consumer Services",8369676230
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",406532867
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",29289799
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",5875642986
"CXL","CALIX LIMITED","2018-07-20","Materials",914662440
"CXM","CENTREX LIMITED","2006-07-19","Materials",32621651
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",1372406692
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",9334579
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials","N/A"
"CXZ","CONNEXION TELEMATICS LTD","1974-01-01","Software & Services",9686033
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",23007136
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",138194738
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",148117172
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",183127645
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",79074690
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",62325318
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",5907783
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",8136661
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",9464845
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",24404263
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",187772564
"DAF","DISCOVERY ALASKA LIMITED","2011-09-22","Materials",6920276
"DAL","DALAROO METALS LTD","2021-09-28","Materials",8370000
"DBF","DUXTON FARMS LTD","2018-02-08","Food, Beverage & Tobacco",78754319
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",991523334
"DBO","DIABLO RESOURCES LIMITED","2021-10-12","Materials",8195000
"DC2","DC TWO LIMITED","2020-11-10","Software & Services",8644167
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",53455971
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",45764309
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials","N/A"
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",227866183
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",25686641
"DDB","DYNAMIC GROUP HOLDINGS LIMITED","2020-08-06","Capital Goods",45949538
"DDD","3D RESOURCES LIMITED","2007-03-21","Materials",12541116
"DDH","DDH1 LIMITED","2021-03-09","Materials",443829543
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",2498183395
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",12438695
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",1639374632
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",39529222
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",47547373
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",109964389
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials",17394238
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",49910188
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",766153435
"DGO","DGO GOLD LIMITED","2007-12-21","Materials",215370949
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",60962991
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",2401323762
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",735194828
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",52475237
"DLC","DELECTA LIMITED","1987-01-15","Retailing","N/A"
"DLM","DOMINION MINERALS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences",19648994
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",10743704
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",24200000
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing",12339549
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",70787669
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials","N/A"
"DMM","DMC MINING LIMITED.","2021-12-22","Materials",6952500
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",7454888613
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",50650965
"DNK","DANAKALI LIMITED","2003-10-17","Materials",117866991
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",125296706
"DOR","DORIEMUS PLC","2017-09-29","Energy",13239172
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",33177762
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",3486686028
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",162497922
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",116386026
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",73189577
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2341368869
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",57725470
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",129554937
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",161273770
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",65712579
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",12559440
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",825768140
"DTM","DART MINING NL","2007-05-10","Materials",11826638
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",35034540
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",155946070
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",456417149
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",67330330
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1045368577
"DUN","DUNDAS MINERALS LIMITED","2021-11-10","Materials",9327933
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",79315421
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",7431507
"DVP","DEVELOP GLOBAL LIMITED","2007-04-27","Materials",471978522
"DVR","DIVERGER LIMITED","2005-08-02","Diversified Financials",39117316
"DW8","DW8 LIMITED","2001-04-04","Retailing",97839895
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",75405312
"DXC","DEXUS CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",478669058
"DXI","DEXUS INDUSTRIA REIT.","2013-12-03","Real Estate",1024511821
"DXN","DXN LIMITED","2018-04-11","Software & Services",13241834
"DXS","DEXUS","2004-10-06","Real Estate",11476281175
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",282537824
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",167981406
"E2E","EON NRG LIMITED","2011-01-21","Energy","N/A"
"E2M","E2 METALS LIMITED","2017-04-19","Materials",31598955
"E33","EAST 33 LIMITED..","2021-07-29","Food, Beverage & Tobacco",33318233
"E79","E79 GOLD MINES LIMITED","2021-10-07","Materials",13014965
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",133518146
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",5397720
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",43620500
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",7150924625
"EBR","EBR SYSTEMS INC.","2021-11-24","Health Care Equipment & Services",188887365
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",310928685
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",19688000
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",49435570
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",24546178
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",30988459
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services",37054894
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",702654639
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",48099883
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",41659937
"EDU","EDU HOLDINGS LIMITED","2004-06-25","Consumer Services",21152601
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",13145793325
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",217712391
"EER","EAST ENERGY RESOURCES LIMITED","2007-12-19","Energy","N/A"
"EFE","EASTERN RESOURCES LIMITED","2008-05-16","Materials",48226259
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",315201483
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",159574885
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",83328441
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",170367776
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",265696741
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",21782017
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",562099530
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",475788634
"EIQ","ECHOIQ LIMITED","2010-12-17","Software & Services",59149907
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",110718514
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",1843294042
"ELE","ELMORE LTD","1998-02-25","Materials",21270955
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",350196110
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",60061837
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",98046646
"EM1","EMERGE GAMING LIMITED","1971-06-09","Media & Entertainment","N/A"
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",134317512
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",28267927
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",77000691
"EME","ENERGY METALS LTD","2005-09-09","Energy",39839829
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",213488858
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",952281547
"EMN","EURO MANGANESE INC","2018-10-02","Materials",185649052
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",8545962
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",596915162
"EMS","EASTERN METALS LIMITED","2021-10-25","Materials",10908533
"EMT","EMETALS LIMITED","2010-10-26","Not Applic",13600000
"EMU","EMU NL","2008-02-27","Materials",9346846
